2019-01-20 14:31:41.369   CheckpointerImpl processEvent        113 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.369   CheckpointerImpl receiveFinish       275 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.369   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.369   CheckpointerImpl receiveFinish       275 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.369   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.369   CheckpointerImpl receiveFinish       275 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl processEvent        113 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl receiveFinish       275 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl processEvent        113 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl processEvent        113 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.370   CheckpointerImpl receiveFinish       275 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl processEvent        113 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl receiveFinish       275 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl processEvent        113 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl receiveFinish       275 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl processEvent        113 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl receiveFinish       275 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.371   CheckpointerImpl processEvent        113 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl receiveFinish       275 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl processEvent        113 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl receiveFinish       275 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl processEvent        113 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl receiveFinish       275 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.372   CheckpointerImpl findMessagesT       287 FINE    : Node 1 BEGIN
2019-01-20 14:31:41.373   CheckpointerImpl processEvent        113 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.373   CheckpointerImpl receiveFinish       275 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.373   CheckpointerImpl processEvent        113 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.374   CheckpointerImpl receiveFinish       275 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.374   CheckpointerImpl processEvent        113 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.374   CheckpointerImpl receiveFinish       275 FINE    : Node 2 BEGIN
2019-01-20 14:31:41.374   CheckpointerImpl processEvent        113 FINE    : Node 4 BEGIN
2019-01-20 14:31:41.374   CheckpointerImpl receiveAskMis       303 FINE    : Node 4 receive AskMissingMessMessage from 1
2019-01-20 14:31:41.375   CheckpointerImpl processEvent        113 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.376   CheckpointerImpl receiveFinish       275 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.376   CheckpointerImpl findMessagesT       287 FINE    : Node 0 BEGIN
2019-01-20 14:31:41.376   CheckpointerImpl processEvent        113 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl receiveFinish       275 FINE    : Node 3 BEGIN
2019-01-20 14:31:41.377   CheckpointerImpl findMessagesT       287 FINE    : Node 3 BEGIN
